Crime level,Crime level code,Neighbourhood,ATM,Accessories Store,Afghan Restaurant,African Restaurant,Airport,Airport Lounge,American Restaurant,Amphitheater,Animal Shelter,Antique Shop,Aquarium,Arcade,Argentinian Restaurant,Art Gallery,Art Museum,Arts & Crafts Store,Asian Restaurant,Athletics & Sports,Auto Dealership,Auto Garage,Automotive Shop,BBQ Joint,Baby Store,Badminton Court,Bagel Shop,Bakery,Bank,Bar,Baseball Field,Baseball Stadium,Basketball Court,Basketball Stadium,Beach,Beach Bar,Beer Bar,Beer Store,Belgian Restaurant,Big Box Store,Bike Shop,Bistro,Boat or Ferry,Bookstore,Botanical Garden,Boutique,Bowling Alley,Brazilian Restaurant,Breakfast Spot,Brewery,Bridal Shop,Bridge,Bubble Tea Shop,Building,Burger Joint,Burrito Place,Bus Line,Bus Station,Bus Stop,Business Service,Butcher,Cafeteria,Café,Cajun / Creole Restaurant,Camera Store,Campground,Cantonese Restaurant,Caribbean Restaurant,Casino,Castle,Cemetery,Cheese Shop,Chinese Restaurant,Chiropractor,Chocolate Shop,Churrascaria,Circus,Climbing Gym,Clothing Store,Cocktail Bar,Coffee Shop,College Gym,College Quad,College Rec Center,Comedy Club,Comfort Food Restaurant,Comic Shop,Concert Hall,Convenience Store,Cosmetics Shop,Costume Shop,Coworking Space,Creperie,Cuban Restaurant,Cupcake Shop,Curling Ice,Dance Studio,Deli / Bodega,Department Store,Dessert Shop,Dim Sum Restaurant,Diner,Discount Store,Dive Bar,Dog Run,Doner Restaurant,Donut Shop,Drugstore,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Electronics Store,Ethiopian Restaurant,Event Space,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Flea Market,Flower Shop,Food,Food & Drink Shop,Food Court,Food Stand,Food Truck,Fountain,French Restaurant,Fried Chicken Joint,Frozen Yogurt Shop,Fruit & Vegetable Store,Furniture / Home Store,Gaming Cafe,Garden,Gas Station,Gastropub,Gay Bar,General Entertainment,German Restaurant,Gift Shop,Go Kart Track,Golf Course,Gourmet Shop,Government Building,Greek Restaurant,Grocery Store,Gym,Gym / Fitness Center,Gym Pool,Hakka Restaurant,Harbor / Marina,Hardware Store,Hawaiian Restaurant,Health & Beauty Service,Health Food Store,High School,Historic Site,History Museum,Hobby Shop,Hockey Arena,Home Service,Hong Kong Restaurant,Hookah Bar,Hospital,Hostel,Hot Dog Joint,Hotel,Hotel Bar,Hotpot Restaurant,Hungarian Restaurant,IT Services,Ice Cream Shop,Indian Chinese Restaurant,Indian Restaurant,Indie Movie Theater,Indie Theater,Indonesian Restaurant,Indoor Play Area,Intersection,Irish Pub,Italian Restaurant,Japanese Restaurant,Jazz Club,Jewelry Store,Jewish Restaurant,Juice Bar,Kids Store,Kitchen Supply Store,Korean Restaurant,Lake,Latin American Restaurant,Laundromat,Leather Goods Store,Light Rail Station,Lingerie Store,Liquor Store,Lounge,Malay Restaurant,Market,Martial Arts School,Massage Studio,Medical Center,Medical Supply Store,Mediterranean Restaurant,Men's Store,Metro Station,Mexican Restaurant,Middle Eastern Restaurant,Miscellaneous Shop,Mobile Phone Shop,Modern European Restaurant,Monument / Landmark,Moroccan Restaurant,Movie Theater,Moving Target,Museum,Music School,Music Store,Music Venue,Nail Salon,National Park,Neighborhood,New American Restaurant,Nightclub,Non-Profit,Noodle House,Nudist Beach,Optical Shop,Organic Grocery,Other Great Outdoors,Outdoor Supply Store,Paintball Field,Pakistani Restaurant,Paper / Office Supplies Store,Park,Pastry Shop,Peking Duck Restaurant,Performing Arts Venue,Persian Restaurant,Pet Store,Pharmacy,Pie Shop,Pilates Studio,Pizza Place,Playground,Plaza,Poke Place,Pool,Pool Hall,Portuguese Restaurant,Poutine Place,Print Shop,Pub,Racecourse,Racetrack,Ramen Restaurant,Record Shop,Recreation Center,Rental Car Location,Residential Building (Apartment / Condo),Restaurant,River,Rock Climbing Spot,Rock Club,Roof Deck,Salad Place,Salon / Barbershop,Sandwich Place,Scenic Lookout,Science Museum,Sculpture Garden,Seafood Restaurant,Shoe Store,Shopping Mall,Skate Park,Skating Rink,Ski Chalet,Smoke Shop,Smoothie Shop,Snack Place,Soccer Field,Soccer Stadium,Soup Place,South American Restaurant,Spa,Speakeasy,Sporting Goods Shop,Sports Bar,Sports Club,Sri Lankan Restaurant,Stadium,Stationery Store,Steakhouse,Street Art,Supermarket,Supplement Shop,Sushi Restaurant,Syrian Restaurant,Szechuan Restaurant,Taco Place,Taiwanese Restaurant,Tapas Restaurant,Tattoo Parlor,Tea Room,Tennis Court,Tennis Stadium,Thai Restaurant,Theater,Theme Park,Theme Park Ride / Attraction,Theme Restaurant,Thrift / Vintage Store,Tibetan Restaurant,Toy / Game Store,Track,Trail,Train Station,Transportation Service,Turkish Restaurant,Udon Restaurant,University,Vegetarian / Vegan Restaurant,Video Game Store,Video Store,Vietnamese Restaurant,Volleyball Court,Warehouse Store,Whisky Bar,Wine Bar,Wings Joint,Women's Store,Xinjiang Restaurant,Yoga Studio,Zoo,Zoo Exhibit
Low,1,"Runnymede, The Junction, Weston-Pellam Park, Carlton Village",0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0.013513513513514,0,0,0,0.027027027027027,0,0,0,0.013513513513514,0.013513513513514,0.013513513513514,0,0,0,0,0,0,0,0.040540540540541,0,0,0,0,0,0,0,0.013513513513514,0,0,0.027027027027027,0.040540540540541,0,0,0.013513513513514,0,0.027027027027027,0,0,0,0,0,0,0,0.027027027027027,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0.121621621621622,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0.013513513513514,0,0.013513513513514,0,0,0,0.013513513513514,0.013513513513514,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0.040540540540541,0,0,0,0,0,0,0,0,0,0,0.040540540540541,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0.013513513513514,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040540540540541,0,0,0,0,0.013513513513514,0.013513513513514,0,0,0.040540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0.040540540540541,0,0,0,0,0,0.013513513513514,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0.013513513513514,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium,2,Scarborough Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0.060606060606061,0,0,0,0,0,0,0,0,0.03030303030303,0,0.03030303030303,0,0,0,0.03030303030303,0,0,0,0,0.060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0.060606060606061,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0.060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606060606061,0,0.03030303030303,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909090909091,0,0,0.060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606060606061,0,0.03030303030303,0,0,0
Medium,2,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0,0.028571428571429,0,0,0,0,0,0.028571428571429,0,0,0,0,0.028571428571429,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714285714,0,0,0,0,0,0.028571428571429,0,0,0,0,0,0,0,0,0.028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0.085714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0,0.028571428571429,0,0,0,0,0,0,0,0.028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0,0.028571428571429,0,0,0,0,0,0.028571428571429,0,0,0.085714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0,0,0,0,0,0,0.057142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High,3,St. James Town,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.12,0,0,0,0,0,0.01,0.02,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0.02,0,0.03,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0.01,0,0.01,0,0,0,0.03,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium,2,"St. James Town, Cabbagetown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0.03,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0.01,0,0.06,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0.03,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0.03,0.02,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0.02,0.04,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.04,0.01,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0
Low,1,"Steeles West, L'Amoreaux West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0.078947368421053,0.052631578947369,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0.105263157894737,0,0,0,0,0,0,0,0.078947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078947368421053,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0.052631578947369,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0.026315789473684,0,0,0,0,0,0.026315789473684,0,0,0.052631578947369,0,0,0,0.052631578947369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631578947369,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium,2,Stn A PO Boxes,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0.02,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.11,0,0,0,0,0,0,0.02,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.01,0,0,0.01,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0.01,0,0,0.01,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium,2,Studio District,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0.04,0.02,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.12,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.02,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
Low,1,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0.02,0.01,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0,0.01,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0.02,0.02,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0.04,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0
Medium,2,"The Annex, North Midtown, Yorkville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.03,0,0.01,0.05,0,0.01,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.03,0,0.02,0.01,0,0,0,0,0,0.06,0.01,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0.01,0,0,0,0.02,0,0
Low,1,The Beaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0.01,0.03,0.02,0.02,0,0,0,0,0.04,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0.02,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0.04,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0.07,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium,2,"The Danforth West, Riverdale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0.010752688172043,0,0,0,0.032258064516129,0.010752688172043,0,0.010752688172043,0,0,0,0,0,0.010752688172043,0.010752688172043,0,0,0,0,0,0.010752688172043,0,0,0,0,0.010752688172043,0.010752688172043,0,0,0.010752688172043,0,0.010752688172043,0,0,0,0,0,0,0,0.075268817204301,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0.010752688172043,0.043010752688172,0,0,0,0,0,0,0.010752688172043,0.010752688172043,0.010752688172043,0,0,0,0.010752688172043,0,0,0.010752688172043,0,0,0,0,0.010752688172043,0,0,0.010752688172043,0,0.010752688172043,0,0,0,0,0,0,0,0.010752688172043,0,0.010752688172043,0.010752688172043,0,0,0,0.010752688172043,0,0,0.021505376344086,0,0,0,0,0,0,0.010752688172043,0,0,0.010752688172043,0.010752688172043,0,0,0,0.010752688172043,0,0,0,0.010752688172043,0,0,0,0,0.086021505376344,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021505376344086,0,0,0,0,0,0,0,0,0.021505376344086,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688172043,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0.053763440860215,0,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0.010752688172043,0,0,0,0,0.032258064516129,0,0,0.010752688172043,0,0,0.010752688172043,0,0.010752688172043,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0.010752688172043,0,0,0.010752688172043,0,0,0.010752688172043,0,0,0.021505376344086,0,0,0,0,0,0,0,0.021505376344086,0,0
Low,1,"The Kingsway, Montgomery Road, Old Mill North",0,0,0,0,0,0,0.014492753623188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492753623188,0.043478260869565,0.014492753623188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028985507246377,0,0,0,0,0,0.028985507246377,0,0,0,0,0,0,0,0.014492753623188,0,0.014492753623188,0,0,0.014492753623188,0,0,0,0,0.014492753623188,0,0,0,0,0,0,0,0.057971014492754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492753623188,0,0,0,0,0.028985507246377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492753623188,0,0,0,0.014492753623188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028985507246377,0,0,0,0,0,0,0.014492753623188,0.014492753623188,0,0,0,0,0,0,0.014492753623188,0,0.014492753623188,0.043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492753623188,0,0.014492753623188,0.014492753623188,0,0,0,0,0,0.043478260869565,0.014492753623188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028985507246377,0,0,0,0,0,0,0,0,0,0.014492753623188,0,0,0,0.014492753623188,0,0,0,0,0,0,0,0.014492753623188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072463768115942,0,0,0,0,0.014492753623188,0.028985507246377,0,0,0.014492753623188,0,0,0,0,0.014492753623188,0,0,0,0.043478260869565,0,0,0,0,0,0,0,0.028985507246377,0.014492753623188,0,0,0,0,0,0,0,0,0,0.014492753623188,0,0.014492753623188,0,0,0,0,0,0,0,0,0,0,0.014492753623188,0,0.014492753623188,0,0,0,0,0,0,0,0.014492753623188,0,0.028985507246377,0,0,0,0,0.014492753623188,0,0,0,0,0,0,0,0,0,0,0,0.014492753623188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
